experiment_dir,authoritative_worktree,path,ext,bytes,classification
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_INSCRIPTION_CONTEXT.json,json,505810,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_ENTRY.json,json,291615,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/__pycache__/PC_positive_controls.cpython-311.pyc,pyc,45646,SUBSUMED_REPORT (section of a covered instance)
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/__pycache__/B_semitic_root_gloss_audit.cpython-311.pyc,pyc,56323,SUBSUMED_REPORT (section of a covered instance)
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/__pycache__/A_exhaustive_301_value_audit.cpython-311.pyc,pyc,40504,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/src/corpus/site_mapping.py,py,2429,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/src/corpus/graph_common.py,py,3904,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/src/corpus/validate_admin_graph.py,py,3169,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/graph_common.cpython-311.pyc,pyc,6829,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/formula_clustering.cpython-311.pyc,pyc,2206,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/linear_a_structural_recovery.cpython-311.pyc,pyc,6810,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/site_mapping.cpython-311.pyc,pyc,3464,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/src/pilot/draw_pilot.py,py,5896,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/src/human_pilot/draw_human_pilot.py,py,11583,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/src/annotation/build_adjudication_packet.py,py,1764,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/reviews/stage5/label_transferability_draft.csv,csv,1652,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/reviews/stage5/role_ontology_draft.schema.json,json,2528,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/reviews/stage5/annotation_guidelines_draft.md,md,1837,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reviews/stage5/gold_tier_rules_draft.md,md,1212,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reviews/stage5/grouping_and_leakage_rules_draft.md,md,1801,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reviews/stage5/ONTOLOGY_REVIEW_PACKET.md,md,4829,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reviews/stage5/projected_class_counts_draft.csv,csv,1571,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/reviews/stage5/annotation_qc_plan_draft.md,md,1872,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reviews/stage5/open_decisions.md,md,2965,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/data/human_pilot/annotator_A_response_template.csv,csv,3360,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/human_pilot/annotator_B_response_template.csv,csv,3360,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/policy/open_decisions_resolved.md,md,2969,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/policy/annotation_qc_thresholds.md,md,1876,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/policy/projected_class_counts.csv,csv,1571,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/policy/gold_tier_rules.md,md,1216,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/policy/label_transferability.csv,csv,1652,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/policy/annotation_guidelines.md,md,1841,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/policy/feature_sets.csv,csv,1704,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/schema/admin_document_graph.example.json,json,43503,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/schema/admin_document_graph.schema.json,json,5491,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/evaluation_only/lb_dephon_vocab.json,json,6238,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/evaluation_only/la_dephon_vocab.json,json,8938,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/evaluation_only/lb_source_transliteration.jsonl,jsonl,924544,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_graph_freeze.sha256,sha256,106,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_graph_freeze.json,json,1136,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_1_graph_freeze.sha256,sha256,108,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_1_graph_freeze.json,json,1915,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_2_graph_freeze.sha256,sha256,56,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/manifests/stage5_ontology_freeze.sha256,sha256,26,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/reference/site_crosswalk.csv,csv,784,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/reference/linear_a_structural_classes.csv,csv,1010,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/reference/scribe_crosswalk.csv,csv,365,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/model_visible/lb_reference.json,json,746268,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/model_visible/lb_graph.jsonl,jsonl,41658678,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/data/model_visible/la_graph.jsonl,jsonl,5845683,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
admin_schema,observable,experiments/admin_schema/tests/test_document_graph_no_semantic_fields.py,py,2208,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_scribe_crosswalk.py,py,937,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_site_findspot_separation.py,py,1437,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_no_duplicate_occurrences.py,py,1519,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_human_annotation_pipeline.py,py,4155,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_feature_transferability.py,py,1461,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_linear_a_no_semantic_mapping.py,py,2038,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_document_graph_schema.py,py,1027,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_linear_a_structural_channels.py,py,1496,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_document_graph_determinism.py,py,1355,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_site_mapping.py,py,1335,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/tests/test_graph_cardinality_invariants.py,py,2013,SUBSUMED_SCRIPT (helper/loader for a covered instance)
admin_schema,observable,experiments/admin_schema/reports/DOCUMENT_REPRESENTATION_SPEC.md,md,4636,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/FEATURE_TRANSFERABILITY_MATRIX.md,md,2440,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/SITE_AND_FINDSPOT_AUDIT.md,md,1374,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/HUMAN_EXPERT_INVITATION_EMAIL.md,md,1410,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/HUMAN_PILOT_SAMPLING_PLAN.md,md,1539,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/GRAPH_CARDINALITY_AUDIT.md,md,1358,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/HUMAN_EXPERT_RECRUITMENT_BRIEF.md,md,1317,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/AUTO_ANNOTATION_PILOT_CLOSURE.md,md,1037,SUBSUMED_REPORT (section of a covered instance)
admin_schema,observable,experiments/admin_schema/reports/SCRIBAL_METADATA_AUDIT.md,md,1185,SUBSUMED_REPORT (section of a covered instance)
no_human_structure,observable,experiments/no_human_structure/reports/HUMAN_EXPERT_PATH_CLOSURE.md,md,1008,SUBSUMED_REPORT (section of a covered instance)
no_human_structure,observable,experiments/no_human_structure/data/manifests/linear_b_source_labels.sha256,sha256,40,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
no_human_structure,observable,experiments/no_human_structure/tests/test_source_labels_categories.py,py,1523,SUBSUMED_SCRIPT (helper/loader for a covered instance)
no_human_structure,observable,experiments/no_human_structure/tests/test_label_functions.py,py,1321,SUBSUMED_SCRIPT (helper/loader for a covered instance)
observable_channels,observable,experiments/observable_channels/src/__pycache__/cross_site_invariance.cpython-311.pyc,pyc,9822,SUBSUMED_REPORT (section of a covered instance)
observable_channels,observable,experiments/observable_channels/src/__pycache__/template_completion.cpython-311.pyc,pyc,10948,SUBSUMED_REPORT (section of a covered instance)
observable_channels,observable,experiments/observable_channels/src/__pycache__/accounting_closure.cpython-311.pyc,pyc,10518,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/reports/EXTERNAL_ZIP_0202_AUDIT.md,md,4905,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/reports/REQ02_CALIBRATION_SOURCE_STATUS.md,md,1481,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/reports/BLOCKED_DOWNSTREAM_GATES.md,md,701,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/src/calibration/corpus_holdout.py,py,3469,SUBSUMED_SCRIPT (helper/loader for a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/src/calibration/__pycache__/skeleton.cpython-311.pyc,pyc,4707,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/src/calibration/__pycache__/validation.cpython-311.pyc,pyc,7808,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/src/calibration/__pycache__/cretan_test.cpython-311.pyc,pyc,20421,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/src/calibration/__pycache__/schema.cpython-311.pyc,pyc,5223,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/src/calibration/__pycache__/verdict.cpython-311.pyc,pyc,7420,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/src/calibration/__pycache__/model.cpython-311.pyc,pyc,11131,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/data/bronze/egyptian_foreign_forms.jsonl,jsonl,60360,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
egyptian_calibration,egyptian,experiments/egyptian_calibration/data/bronze/pdf_local/kitchen2009_nk-topo-lists_memphis.pdf,pdf,44109,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
egyptian_calibration,egyptian,experiments/egyptian_calibration/data/bronze/pdf_local/egyptology-archive-vol60-2004.pdf,pdf,50788306,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
egyptian_calibration,egyptian,experiments/egyptian_calibration/data/bronze/pdf_local/mainz_komelhetan_bibliography_2024.pdf,pdf,164062,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
egyptian_calibration,egyptian,experiments/egyptian_calibration/data/bronze/pdf_local/aegean-list-mapping_kom-el-hetan.pdf,pdf,4071825,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
egyptian_calibration,egyptian,experiments/egyptian_calibration/tests/test_egyptian_schema.py,py,1327,SUBSUMED_SCRIPT (helper/loader for a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/tests/__pycache__/test_egyptian_schema.cpython-311-pytest-9.0.2.pyc,pyc,13583,SUBSUMED_REPORT (section of a covered instance)
egyptian_calibration,egyptian,experiments/egyptian_calibration/tests/__pycache__/test_egyptian_verdict.cpython-311-pytest-9.0.2.pyc,pyc,8124,SUBSUMED_REPORT (section of a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/.gitignore,gitignore,432,SUBSUMED_REPORT (section of a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/README.md,md,2153,SUBSUMED_REPORT (section of a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/DATA_DICTIONARY.md,md,4831,SUBSUMED_REPORT (section of a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/reports/SLOT_CLASSIFIER_AUDIT.md,md,2862,SUBSUMED_REPORT (section of a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/reports/SLOT_CLASSIFIER_SPEC.md,md,3905,SUBSUMED_REPORT (section of a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/src/slot_classifier/build_manifest.py,py,2150,SUBSUMED_SCRIPT (helper/loader for a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/src/slot_classifier/slotlib.py,py,9349,SUBSUMED_SCRIPT (helper/loader for a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/src/slot_classifier/__init__.py,py,0,SUBSUMED_SCRIPT (helper/loader for a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/src/slot_classifier/__pycache__/slotlib.cpython-311.pyc,pyc,14864,SUBSUMED_REPORT (section of a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/src/positive_control/__init__.py,py,0,SUBSUMED_SCRIPT (helper/loader for a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/src/nulls/__init__.py,py,0,SUBSUMED_SCRIPT (helper/loader for a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/data/manifests/linear_a_inputs.sha256,sha256,1137,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
external_anchors,la-lb-ritual,experiments/external_anchors/tests/test_slot_classifier_rules.py,py,2635,SUBSUMED_SCRIPT (helper/loader for a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/tests/test_slot_classifier_leakage.py,py,2888,SUBSUMED_SCRIPT (helper/loader for a covered instance)
external_anchors,la-lb-ritual,experiments/external_anchors/bibliography/source_notes/2026-07-06_salgarella_lecture_audit.md,md,5932,SUBSUMED_REPORT (section of a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/src/continuity/partitions.py,py,3579,SUBSUMED_SCRIPT (helper/loader for a covered instance)
