experiment_dir,authoritative_worktree,path,ext,bytes
linear_a_constraint_expansion,constraint-expansion,experiments/linear_a_constraint_expansion/data/stage_a_budget.json,json,2829
linear_a_constraint_expansion,constraint-expansion,experiments/linear_a_constraint_expansion/data/stage_hj_null.json,json,1146
linear_a_constraint_expansion,constraint-expansion,experiments/linear_a_constraint_expansion/data/clean_phonetic_wordforms.json,json,16128
linear_a_constraint_expansion,constraint-expansion,experiments/linear_a_constraint_expansion/data/stage_b_representation.json,json,779
linear_a_foundry,foundry,experiments/linear_a_foundry/ASSUMPTION_REGISTER.json,json,897
linear_a_foundry,foundry,experiments/linear_a_foundry/LICENCE_STATE.json,json,586
linear_a_foundry,foundry,experiments/linear_a_foundry/DECISION_LOG.md,md,5444
linear_a_foundry,foundry,experiments/linear_a_foundry/CAMPAIGN.md,md,4276
linear_a_foundry,foundry,experiments/linear_a_foundry/SEARCH_RECEIPT.json,json,2572
linear_a_foundry,foundry,experiments/linear_a_foundry/FINAL_CAMPAIGN_REPORT.md,md,13313
linear_a_foundry,foundry,experiments/linear_a_foundry/SOURCE_REGISTER.csv,csv,392
linear_a_foundry,foundry,experiments/linear_a_foundry/INFORMATION_BUDGET.json,json,210
linear_a_foundry,foundry,experiments/linear_a_foundry/STATUS.md,md,2882
linear_a_foundry,foundry,experiments/linear_a_foundry/reports/WP1_SYMMETRY_BREAKING_ATLAS.md,md,1166
linear_a_foundry,foundry,experiments/linear_a_foundry/reports/WP3_RELATIVE_PHONOLOGY.md,md,5255
linear_a_foundry,foundry,experiments/linear_a_foundry/reports/WP1_COUNTEREXAMPLES.md,md,2581
linear_a_foundry,foundry,experiments/linear_a_foundry/reports/WORDSEG_CANDLANG_SOURCES.md,md,2411
linear_a_foundry,foundry,experiments/linear_a_foundry/reports/WP1_FORMAL_IDENTIFIABILITY_THEOREM.md,md,4100
linear_a_foundry,foundry,experiments/linear_a_foundry/reports/WP4_WP5_CROSSSCRIPT_ANCHORS.md,md,3420
linear_a_foundry,foundry,experiments/linear_a_foundry/reports/WP6_POWERCURVE_SYNTH_AGNOSTIC.md,md,3260
linear_a_foundry,foundry,experiments/linear_a_foundry/CHECKPOINTS/CHECKPOINT_WP6.md,md,1171
linear_a_foundry,foundry,experiments/linear_a_foundry/CHECKPOINTS/CHECKPOINT_WP1_WP3.1.md,md,1872
linear_a_foundry,foundry,experiments/linear_a_foundry/CHECKPOINTS/CHECKPOINT_WP3_WP5.md,md,1706
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/word_units.py,py,2916
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/candidate_round1.py,py,23399
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp3_2b_power_curve.py,py,5278
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/candidate_round3.py,py,1018
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp3_cv_cluster.py,py,10221
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp3_3_orthographic_alternations.py,py,14307
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/candidate_round2.py,py,1001
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp7_cvcheck_patch.py,py,4150
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp5_reduced_seed_bootstrap.py,py,18348
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp7_word_substitution_channel.py,py,9895
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp5_anchor_inventory.py,py,16232
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/candidate_engine.py,py,17324
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp2_segmentation_lever.py,py,4922
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp3_4_morphology_cv.py,py,21359
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp7_source_register.py,py,43982
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp6_agnostic_search_endtoend_null.py,py,24494
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/build_seals.py,py,14143
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp5_2_seed_propagation_power_curve.py,py,13940
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp3_cv_recovery.py,py,5864
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/seal_common.py,py,4160
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp8_word_reduced_seed_cv.py,py,9413
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/candidate_round1_wordunits.py,py,3673
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp1_symmetry_break.py,py,6451
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp6_synthetic_recovery_lab.py,py,36676
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp3_2_scribal_substitution.py,py,21146
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/wp4_cross_script_evolution.py,py,14669
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp6_synthetic_recovery_lab.cpython-311.pyc,pyc,53613
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp7_word_substitution_channel.cpython-311.pyc,pyc,17125
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp2_segmentation_lever.cpython-311.pyc,pyc,10757
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/seal_common.cpython-311.pyc,pyc,6728
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp6_agnostic_search_endtoend_null.cpython-311.pyc,pyc,39656
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp3_4_morphology_cv.cpython-311.pyc,pyc,39822
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/word_units.cpython-311.pyc,pyc,5544
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp5_reduced_seed_bootstrap.cpython-311.pyc,pyc,35170
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/candidate_round1.cpython-311.pyc,pyc,37480
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp3_2_scribal_substitution.cpython-311.pyc,pyc,36383
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/candidate_engine.cpython-311.pyc,pyc,28963
linear_a_foundry,foundry,experiments/linear_a_foundry/scripts/__pycache__/wp3_cv_recovery.cpython-311.pyc,pyc,15079
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp2_segmentation_lever.json,json,994
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp5_reduced_seed_bootstrap.json,json,11030
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp6_synthetic_recovery_lab.json,json,10907
linear_a_foundry,foundry,experiments/linear_a_foundry/data/seal_5_prospective_registration.json,json,655
linear_a_foundry,foundry,experiments/linear_a_foundry/data/seal_1_heldout.json,json,2967
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp3_2_scribal_substitution.json,json,9503
linear_a_foundry,foundry,experiments/linear_a_foundry/data/candidate_wordunits.json,json,190634
linear_a_foundry,foundry,experiments/linear_a_foundry/data/seal_2_heldout.json,json,2248
linear_a_foundry,foundry,experiments/linear_a_foundry/data/seal_3_heldout.json,json,2186
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp4_summary.txt,txt,1230
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp3_3_orthographic_alternations.json,json,5701
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp5_anchor_inventory_signs.csv,csv,2850
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp3_cv_cluster.json,json,2385
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp7_source_register_summary.txt,txt,2679
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp6_agnostic_search_endtoend_null.json,json,3944
linear_a_foundry,foundry,experiments/linear_a_foundry/data/seal_4_heldout.json,json,14717
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp3_2b_power_curve.json,json,1466
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp3_4_morphology_cv.json,json,19303
linear_a_foundry,foundry,experiments/linear_a_foundry/data/symmetry_breaking_atlas.json,json,5713
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp6_null_scores.json,json,301
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp5_anchor_inventory.json,json,42901
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp7_source_register.csv,csv,24080
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp1_symmetry_break.json,json,2212
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp4_calibration.json,json,1820
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp7_source_register.json,json,44659
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp8_word_reduced_seed_cv.json,json,8720
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp5_2_seed_propagation_power_curve.json,json,7654
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp3_cv_recovery.json,json,2576
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp4_channels.json,json,35986
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp7_word_substitution_channel.json,json,6534
linear_a_foundry,foundry,experiments/linear_a_foundry/data/la_reduced_value_space.json,json,6899
linear_a_foundry,foundry,experiments/linear_a_foundry/data/candidate_round3_results.json,json,13648
linear_a_foundry,foundry,experiments/linear_a_foundry/data/candidate_round2_results.json,json,12608
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp4_case_studies.json,json,4496
linear_a_foundry,foundry,experiments/linear_a_foundry/data/wp5_anchor_inventory_records.csv,csv,12815
linear_a_foundry,foundry,experiments/linear_a_foundry/data/candidate_round1_results.json,json,12800
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/candidate_round3_manifest.json,json,1618
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/SEAL_5_prospective_gold_anetaki_II.json,json,1798
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/SEAL_2_unseen_site.json,json,1735
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/SEAL_1_unseen_inscriptions.json,json,1738
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/SEAL_3_unseen_formula_family.json,json,1915
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/SEALS_INDEX.json,json,2150
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/candidate_round2_manifest.json,json,1607
linear_a_foundry,foundry,experiments/linear_a_foundry/manifests/SEAL_4_masked_notation_reconstruction.json,json,1897
linear_a_foundry,foundry,experiments/linear_a_foundry/prereg/candidate_round1_prereg.json,json,6073
linear_a_foundry,foundry,experiments/linear_a_foundry/prereg/candidate_round3_prereg.json,json,6777
linear_a_foundry,foundry,experiments/linear_a_foundry/prereg/candidate_round2_prereg.json,json,6667
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/SEARCH_RECEIPT.json,json,218
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/DECISION_LOG.md,md,1904
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/STATUS.md,md,591
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/CAMPAIGN.md,md,3085
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/ASSUMPTION_REGISTER.json,json,529
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/LICENCE_STATE.json,json,676
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/SOURCE_REGISTER.csv,csv,127
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/INFORMATION_BUDGET.json,json,254
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/TASK_LEDGER.yaml,yaml,22447
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/CHECKPOINTS/checkpoint_02.md,md,1320
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/CHECKPOINTS/checkpoint_03.md,md,1443
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/CHECKPOINTS/checkpoint_01.md,md,1288
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/a3_replications.py,py,18887
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/a5_degradation_surface.py,py,19870
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/c4_la_substitution_graph.py,py,23343
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/i1_robustness.py,py,2842
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/b3_known_script_segmentation.py,py,35826
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/f2_known_script_calibration.py,py,15439
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/k1_adaptive_null.py,py,25867
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/f1_evidence_decomposition.py,py,25565
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/e3_crosssite.py,py,13152
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/a6_nulls.py,py,25920
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/g2_high_value_anchors.py,py,24662
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/d2_view_ablations.py,py,15252
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/a4_grouped.py,py,23453
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/g1_anchor_audit.py,py,14087
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/d4_minimal_seed_frontier.py,py,14398
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/g3_seed_quality.py,py,14944
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/d3_seed_propagation_audit.py,py,18636
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/l_ingest_parsers.py,py,6805
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/e4_parameter_reduction.py,py,21919
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/c5_stability_infogain.py,py,25907
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/h3_candidate_round3.py,py,27393
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/l_source_watch_build.py,py,1464
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/d5_relative_posterior.py,py,20871
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/j2_build_seals.py,py,34159
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/h1_candidate_round1.py,py,17656
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/e2_formula_grammar.py,py,19028
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/e5_wrong_structure.py,py,26018
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/j1_build_exposure.py,py,13433
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/b5_la_segmentation_ensemble.py,py,16208
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/g3_compound_systems.py,py,12984
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/b4_synthetic_segmentation.py,py,17651
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/c1_substitution_candidates.py,py,25596
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/a1_recompute.py,py,12970
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/h2_candidate_round2.py,py,18218
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/b1_build_segmentations.py,py,21167
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/e1_morphology_models.py,py,26302
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/d1_multiview.py,py,21854
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/i1_agnostic_search.py,py,21363
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/a2_multiplicity.py,py,21061
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/b6_downstream_causal.py,py,22743
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/f4_loso_relative_class.py,py,25977
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/g3_anchor_nulls.py,py,32092
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/c3_lb_calibration.py,py,24818
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/c_audit.py,py,31716
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/h1_candidate_round1.cpython-311.pyc,pyc,33301
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/c1_substitution_candidates.cpython-311.pyc,pyc,41148
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/c5_stability_infogain.cpython-311.pyc,pyc,40708
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/e1_morphology_models.cpython-311.pyc,pyc,50778
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/c4_la_substitution_graph.cpython-311.pyc,pyc,37684
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/d3_seed_propagation_audit.cpython-311.pyc,pyc,35529
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/c3_lb_calibration.cpython-311.pyc,pyc,43022
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/l_ingest_parsers.cpython-311.pyc,pyc,8957
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/a1_recompute.cpython-311.pyc,pyc,23549
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/b4_synthetic_segmentation.cpython-311.pyc,pyc,28780
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/a3_replications.cpython-311.pyc,pyc,38691
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/i1_agnostic_search.cpython-311.pyc,pyc,42489
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/a2_multiplicity.cpython-311.pyc,pyc,30217
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/b3_known_script_segmentation.cpython-311.pyc,pyc,71162
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/scripts/__pycache__/d1_multiview.cpython-311.pyc,pyc,38626
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/tests/test_l_ingest_readiness.py,py,2958
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/B_SEGMENTATION_REPRESENTATIONS.md,md,5251
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/B_SYNTHETIC_SEGMENTATION.md,md,9793
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/WAVE3_SYNTHESIS.md,md,3741
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/WAVE2_SYNTHESIS.md,md,4333
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/M_SYNTHESIS.md,md,1510
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/F_RELATIVE_CLASS_COMPATIBILITY.md,md,5863
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/F_LINEAR_A_LINEAR_B_SUBSETS.md,md,4593
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/D_VIEW_ABLATIONS.md,md,9042
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/E_CROSS_SITE_GENERALIZATION.md,md,6032
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/J_SEAL_REGISTER.md,md,8441
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/F_KNOWN_SCRIPT_CALIBRATION.md,md,9334
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/M_FINAL_VERDICT.md,md,11768
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/B_KNOWN_SCRIPT_BOUNDARY_RECOVERY.md,md,9442
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/G_COMPOUND_SYSTEMS.md,md,5613
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/WAVE4_SYNTHESIS.md,md,4332
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/A_SYNTHESIS_AND_ERRATUM.md,md,3766
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/L_INGESTION_READINESS.md,md,5423
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/D_MINIMAL_SEED_FRONTIER.md,md,7285
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/J_PUBLIC_EXPOSURE_AUDIT.md,md,10063
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/A_END_TO_END_NULLS.md,md,9975
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/C_LINEAR_B_CALIBRATION.md,md,9398
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/D_LINEAR_A_RELATIVE_POSTERIOR.md,md,5093
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/A_DEGRADATION_RESPONSE_SURFACE.md,md,13754
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/H_ROUND_1.md,md,9710
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/k1_run.log,log,236
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/K_ADAPTIVE_FALSE_POSITIVE_RATE.md,md,8048
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/L_SOURCE_WATCH.md,md,6275
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/C_SUBSTITUTION_CHANNEL_AUDIT.md,md,8717
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/F_EVIDENCE_DECOMPOSITION.md,md,5450
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/C_INFORMATION_GAIN.md,md,4100
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/i1_run_free.log,log,356
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/H_ROUND_2.md,md,9426
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/B_DOWNSTREAM_CAUSAL_TEST.md,md,6608
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/C_CANDIDATE_SUBSTITUTIONS.md,md,11173
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/G_NEW_HIGH_VALUE_ANCHORS.md,md,11515
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/D_MULTIVIEW_RELATIVE_FEATURES.md,md,6584
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/E_MORPHOLOGY_MODELS.md,md,8234
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/H_ROUND_3.md,md,10365
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/I_EQUIVALENCE_CLASSES.md,md,4597
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/C_STABILITY_AND_NULLS.md,md,7032
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/E_PARAMETER_REDUCTION.md,md,8251
