epoch_id,title,method_family,layer,verdict,bucket,bucket_source,dichotomy_side,licence_effect,la_touched,plan_hash,completed,artifact_paths
EPOCH-022,dedicated LA-structure-matched adaptive-null family for A- prefixation (independent of E015's vacuous PC-LB gate),§12 (dedicated adaptive-null family 3 of 3),L2/L3,"A_PREFIX_SURVIVES_ADAPTIVE_NULL -- single-confirmatory adaptive p (PERMUTE, independent of E015) = 0.0002 (0/5000 null >= 47; null max 39). Best-of-72-candidate deflation: maxT (correct, correlation-aware) p = 0.0002 (z 5.63 > null max-z 5.19); Bonferroni/Holm = 0.0144 (clears .05 family bar but NOT .01 in isolation -- honestly reported crude-vs-correct multiplicity divergence). A- is the SOLE sur",BOUNDED_NEGATIVE,heuristic,,none,True,,2026-07-08,epochs/EPOCH-022/prereg.md; epochs/EPOCH-022/plan_hash.txt; epochs/EPOCH-022/result.json; reports/EPOCH022_APREFIX_ADAPTIVE_NULL.md; scripts/; data/aprefix_adaptive_null/
EPOCH-023,A- prefixation held-out / cross-site robustness (Linear-B held-out standard applied to the campaign's strongest LA positive),F4,L2/L3,"A_PREFIX_CROSS_SITE_ROBUST (all 4 frozen conjuncts TRUE, orchestrator-verified): PC passed AND A- significant (raw + Holm) in 9/10 sites AND survives leave-one-site-out (drop Haghia Triada 694w -> p .001 on remaining 675) AND clears 9 sites vs median 2 for the 5 next-most-initial comparators (KU1/I3/JA3/DA1/SA2).",POSITIVE_RELATIVE,heuristic,,none,True,a84ac47db4799dc0e75aeaed391ff87e26895e6e666babdfa5c320f86841568a,2026-07-08,epochs/EPOCH-023/prereg.md; epochs/EPOCH-023/plan_hash.txt; epochs/EPOCH-023/machinery.py; epochs/EPOCH-023/result.json; reports/EPOCH023_APREFIX_CROSS_SITE.md
EPOCH-024,"A- prefixation multi-axis held-out robustness (support-type + chronological-phase partitions, orthogonal to E023's site axis)",F4,L2/L3,"A_PREFIX_MULTIAXIS_ROBUST (all 5 frozen conjuncts TRUE, orchestrator-verified): PC passed AND A- significant in >=2 SUPPORT partitions (5/6) AND survives support leave-one-out AND significant in >=2 CONTEXT partitions (4/4) AND clears >=2 more support partitions than the comparator median (5 vs 1).",POSITIVE_RELATIVE,heuristic,,none,True,9906cac0dacb9b679ee0f5689ace7870b862752204ab8f0ea324976d8fb6ca72,2026-07-08,epochs/EPOCH-024/prereg.md; epochs/EPOCH-024/plan_hash.txt; epochs/EPOCH-024/machinery.py; epochs/EPOCH-024/result.json; epochs/EPOCH-024/run_analysis.py; reports/EPOCH024_REPORT.md
EPOCH-025,A- prefix productivity (adversarial: is A- a productive slot or a few-frequent-word-type artifact?),F4,L2/L3,A_PREFIX_PRODUCTIVE_ROBUST (all frozen conjuncts TRUE): PC passed AND A- stays significant after removing its top A-initial word-type (p .001) AND n_distinct_A_types=115>=8 AND A-'s type-diversity (115) exceeds the comparator median (~36).,POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-025/plan_hash.txt,2026-07-08,epochs/EPOCH-025/prereg.md; epochs/EPOCH-025/plan_hash.txt; epochs/EPOCH-025/machinery.py; epochs/EPOCH-025/result.json; reports/EPOCH025_REPORT.md
EPOCH-026,Word-final positional structure (terminal analog of A-): is there a cross-site-robust productive terminal sign class?,F5,L2/L3,"FINAL_CLASS_CONCENTRATED — RO is word-final-significant GLOBALLY (78 finals, p .001) but concentrated in ONE site: significant in only 1/10 sites (Haghia Triada), which holds 84.6% of all RO-finals; leave-one-site-out borderline (p .046); clears 1 site vs comparator median ~2. It does NOT meet the cross-site held-out standard.",SITE_LOCAL,heuristic,,none,True,see epochs/EPOCH-026/plan_hash.txt,2026-07-08,epochs/EPOCH-026/prereg.md; epochs/EPOCH-026/plan_hash.txt; epochs/EPOCH-026/machinery.py; epochs/EPOCH-026/result.json; reports/EPOCH026_REPORT.md
EPOCH-027,Initial-vs-final cross-site generalization asymmetry (synthesis of E023 A- + E026 RO); inventory-wide,F5,L2/L3,"MACHINERY_UNINFORMATIVE — the PC failed, so NO Linear A asymmetry claim is authorized. The method is disqualified for this question.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-027/plan_hash.txt,2026-07-08,epochs/EPOCH-027/prereg.md; epochs/EPOCH-027/plan_hash.txt; epochs/EPOCH-027/machinery.py; epochs/EPOCH-027/result.json; reports/EPOCH027_REPORT.md
EPOCH-028,"Document-class word-length register signature (support type predicts word length, site-controlled)",F6,L2/L3,DOCCLASS_LENGTH_SIGNATURE_ROBUST (frozen conjuncts met): PC passed AND global Kruskal p<=.05 AND within-site support-length effect significant in >=2 sites AND (per the frozen rule) direction consistent AND pooled permutation p=0.0002.,POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-028/plan_hash.txt,2026-07-08,epochs/EPOCH-028/prereg.md; epochs/EPOCH-028/plan_hash.txt; epochs/EPOCH-028/machinery.py; epochs/EPOCH-028/result.json; reports/EPOCH028_REPORT.md
EPOCH-029,"Word-internal sign-bigram collocation structure (combinatorial adjacency grammar, cross-site held-out)",F7,L2/L3,"MACHINERY_UNINFORMATIVE — the PC failed (method's significance test is anti-conservative), so no certified Linear A bigram-structure claim. The method is disqualified at this calibration.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-029/plan_hash.txt,2026-07-08,epochs/EPOCH-029/prereg.md; epochs/EPOCH-029/plan_hash.txt; epochs/EPOCH-029/machinery.py; epochs/EPOCH-029/result.json; reports/EPOCH029_REPORT.md
EPOCH-030,"Numeral attachment order in the ledger grammar (word->numeral vs numeral->word, cross-site)",F8,L2/L3,"MACHINERY_UNINFORMATIVE (frozen stream-shuffle null failed its PC). NOTE: this is a null-MODEL failure, NOT absence of signal — the raw word->numeral ledger pattern is overwhelming and cross-site-consistent, awaiting a calibrated null (E031).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-030/plan_hash.txt,2026-07-08,epochs/EPOCH-030/prereg.md; epochs/EPOCH-030/plan_hash.txt; epochs/EPOCH-030/machinery.py; epochs/EPOCH-030/result.json; epochs/EPOCH-030/_full_results.json; reports/EPOCH030_REPORT.md
EPOCH-031,"Ledger word->numeral order, CALIBRATED pair-flip null (certification successor of E030)",F8,L2/L3,"LEDGER_WORD_NUMERAL_CROSS_SITE_ROBUST (all frozen conjuncts TRUE, orchestrator-verified): PC passed AND global pair-flip/binomial p<<0.05 (word-first) AND all 8 testable sites individually significant same direction AND survives leave-one-site-out.",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-031/plan_hash.txt,2026-07-08,epochs/EPOCH-031/prereg.md; epochs/EPOCH-031/plan_hash.txt; epochs/EPOCH-031/machinery.py; epochs/EPOCH-031/result.json; reports/EPOCH031_REPORT.md
EPOCH-032,"Cross-site recurrent administrative word-forms (shared admin vocabulary?), site-label-shuffle null",F9,L2/L3,"MACHINERY_UNINFORMATIVE — the 'more-than-chance' site-shuffle null is inapplicable (real data is site-concentrated, so observed is below the inflated null on both LA and LB). No certified sharing claim.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-032/plan_hash.txt,2026-07-08,epochs/EPOCH-032/prereg.md; epochs/EPOCH-032/plan_hash.txt; epochs/EPOCH-032/machinery.py; epochs/EPOCH-032/result.json; reports/EPOCH032_REPORT.md
EPOCH-033,"Ledger entry-word vs non-entry-word structural contrast (length + A-rate), label-permutation null",F8,L2/L3,ENTRY_CLASS_NO_CONTRAST (primary LENGTH metric): global entry-vs-non-entry length contrast is null (p 0.21) AND the per-site direction is INCONSISTENT (flips between Haghia Triada and all other sites). Entry and non-entry words do NOT differ in length in a cross-site-robust way.,BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-033/plan_hash.txt,2026-07-08,epochs/EPOCH-033/prereg.md; epochs/EPOCH-033/plan_hash.txt; epochs/EPOCH-033/machinery.py; epochs/EPOCH-033/result.json; reports/EPOCH033_REPORT.md
EPOCH-034,"A-initial words as inscription-initial (heading) markers, within-inscription position-permutation null",F10,L2/L3,"A_HEADING_ROLE_SITE_LOCAL (frozen rule: global significant + survives LOO BUT only 2/5 sites individually significant, <3-site bar). A-initial words are over-represented in inscription-initial (heading) position, but not certified to the full cross-site standard.",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-034/plan_hash.txt,2026-07-08,epochs/EPOCH-034/prereg.md; epochs/EPOCH-034/plan_hash.txt; epochs/EPOCH-034/machinery.py; epochs/EPOCH-034/result.json; reports/EPOCH034_REPORT.md
EPOCH-035,"Terminal total-slot: recurring word-form in inscription-FINAL position (KU-RO-slot, tested anonymously)",F10,L2/L3,TERMINAL_TOTAL_SLOT_SITE_LOCAL: the top terminal candidate (NI) is globally over-represented in inscription-final position (p=0.017) BUT 0/2 sites individually significant and it collapses under leave-one-site-out (p 0.132). No cross-site-robust single total-slot form.,POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-035/plan_hash.txt,2026-07-08,epochs/EPOCH-035/prereg.md; epochs/EPOCH-035/plan_hash.txt; epochs/EPOCH-035/machinery.py; epochs/EPOCH-035/result.json; reports/EPOCH035_REPORT.md
EPOCH-036,"Cross-site sign-frequency concordance (shared writing-system fingerprint), label-shuffle null",F11,L2/L3,"SIGN_FREQ_CONCORDANCE_CROSS_SITE (all frozen conjuncts TRUE, orchestrator-verified): PC passed AND observed concordance 0.605 >> null ~0 (p=0) AND not driven by a single pair (all sites 0.52-0.67) AND NO low-outlier site (no sign-usage dialect).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-036/plan_hash.txt,2026-07-08,epochs/EPOCH-036/prereg.md; epochs/EPOCH-036/plan_hash.txt; epochs/EPOCH-036/machinery.py; epochs/EPOCH-036/result.json; reports/EPOCH036_REPORT.md
EPOCH-037,"Line-final numeral / ledger line template (num line-final), within-line position-permutation null",F8,L2/L3,"LINE_FINAL_NUMERAL_CROSS_SITE_ROBUST (all frozen conjuncts TRUE, orchestrator-verified): PC passed AND global p_num_last 0.867 >> null 0.451 (p=0.0002) AND all 8 testable sites individually significant same direction AND survives leave-one-site-out.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-037/plan_hash.txt,2026-07-08,epochs/EPOCH-037/prereg.md; epochs/EPOCH-037/plan_hash.txt; epochs/EPOCH-037/machinery.py; epochs/EPOCH-037/result.json; reports/EPOCH037_REPORT.md
EPOCH-038,Positional sign-entropy asymmetry (final-suffix concentration?) — morphology-typology probe,F12,L2/L3,"NO_POSITIONAL_ENTROPY_ASYMMETRY (for the pre-registered SUFFIX hypothesis final<initial: REJECTED, null_p=1.0). SUBSTANTIVE REVERSAL: the OPPOSITE holds — word-INITIAL entropy is significantly LOWER than word-final (initial more concentrated), global reverse p=0.0005.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-038/plan_hash.txt,2026-07-08,epochs/EPOCH-038/prereg.md; epochs/EPOCH-038/plan_hash.txt; epochs/EPOCH-038/machinery.py; epochs/EPOCH-038/result.json; reports/EPOCH038_REPORT.md
EPOCH-039,Prefix paradigm vs A-only: does initial-concentration + a prefix inventory exist beyond A?,F12,L2/L3,PREFIX_PARADIGM_BEYOND_A (frozen conjuncts met: PC passed AND a-removed global p<=0.05 AND >=2 non-A signs Holm-initial-enriched AND >=2 sites a-removed-significant). See scope for the robust/fragile split.,POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-039/plan_hash.txt,2026-07-08,epochs/EPOCH-039/prereg.md; epochs/EPOCH-039/plan_hash.txt; epochs/EPOCH-039/machinery.py; epochs/EPOCH-039/result.json; epochs/EPOCH-039/_run_full.json; reports/EPOCH039_REPORT.md
EPOCH-040,"Intra-word sign repetition (reduplication vs anti-repetition), i.i.d.-unigram length-matched null",F13,L2/L3,"REPETITION_AT_CHANCE — intra-word sign repetition (0.071) is statistically indistinguishable from the i.i.d.-unigram length-matched null (0.074, p=0.74). No reduplication process and no anti-repetition constraint. Cross-site: 1/6 sites significant (HT deficit only), direction inconsistent, LOO n.s. (p 0.487).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-040/plan_hash.txt,2026-07-08,epochs/EPOCH-040/prereg.md; epochs/EPOCH-040/plan_hash.txt; epochs/EPOCH-040/machinery.py; epochs/EPOCH-040/result.json; reports/EPOCH040_REPORT.md
EPOCH-041,Sign positional-role specialization (templatic vs free morphology) — UNDERPOWERED,F12,L2/L3,"MACHINERY_UNINFORMATIVE (UNDERPOWERED): the Holm-corrected per-sign positional test over the full inventory cannot resolve at 2000 draws (p-floor collides with the Holm threshold). No LA claim. SUPERSEDED BY E042 (same question, >=20000 draws).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-041/plan_hash.txt,2026-07-08,epochs/EPOCH-041/prereg.md; epochs/EPOCH-041/plan_hash.txt; epochs/EPOCH-041/machinery.py; epochs/EPOCH-041/result.json; reports/EPOCH041_REPORT.md
EPOCH-042,Sign positional specialization via ANALYTIC Poisson-binomial null (powered re-test of E041),F12,L2/L3,"SPECIALIZATION_UNDERPOWERED (cross-site conjunct only): global specialization is SOLID (33%, PC passed) but only 1 site (Haghia Triada) meets the >=200-token cross-site threshold, so cross-site robustness cannot be certified at that threshold. NOT a failure of the specialization test itself.",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-042/plan_hash.txt,2026-07-09,epochs/EPOCH-042/prereg.md; epochs/EPOCH-042/plan_hash.txt; epochs/EPOCH-042/machinery.py; epochs/EPOCH-042/result.json; reports/EPOCH042_REPORT.md
EPOCH-043,"Cross-site certification of positional specialization (feasible >=80-token threshold, replication)",F12,L2/L3,"SPECIALIZATION_CROSS_SITE_ROBUST (mechanical, frozen rule) — BUT COORDINATOR-DOWNGRADED (see below). The frozen replication criterion ('>=3 E042 signs enriched in >=2 sites') passed with A,I,TI=3, but that counted HT+1 as 'replication'.",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-043/plan_hash.txt,2026-07-09,epochs/EPOCH-043/prereg.md; epochs/EPOCH-043/plan_hash.txt; epochs/EPOCH-043/machinery.py; epochs/EPOCH-043/result.json; reports/EPOCH043_REPORT.md
EPOCH-044,Numeral-group cardinality / compound-quantity structure (numeral-run lengths),F14,L2/L3,"SINGLE_NUMERAL_DOMINANT (token-level): every numeral-run is length 1 (1276/1276), significantly BELOW the ~18% chance rate for compound runs (null_p=0, deficit), cross-site-consistent (8/8 sites). BUT SEE SCOPE — this is a tokenization artifact, not a decipherment-level finding.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-044/plan_hash.txt,2026-07-09,epochs/EPOCH-044/prereg.md; epochs/EPOCH-044/plan_hash.txt; epochs/EPOCH-044/machinery.py; epochs/EPOCH-044/result.json; reports/EPOCH044_REPORT.md
EPOCH-045,Accounting-intensity: numeral-density as a document-class discriminant (site-controlled),F14,L2/L3,"ACCOUNTING_UNDERPOWERED (cross-site conjunct): global numeral-density differs strongly by document class (Kruskal p=1e-14) AND survives within-Haghia-Triada control (p=3e-8), BUT only 1 site (HT) has >=2 support classes with >=10 inscriptions, so within-site cross-site robustness cannot be certified (>=2 sites needed).",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-045/plan_hash.txt,2026-07-09,epochs/EPOCH-045/prereg.md; epochs/EPOCH-045/plan_hash.txt; epochs/EPOCH-045/machinery.py; epochs/EPOCH-045/result.json; reports/EPOCH045_REPORT.md
EPOCH-046,Word-length distribution shape / generative process (geometric vs templatic),F15,L2/L3,"WORD_LENGTH_INCONCLUSIVE (strict classification): LA word-length is MONOTONE-DECREASING (mode=1) so NOT templatic-peaked, but the strict geometric model is rejected (GoF p=1.8e-12, heavy tail: rare 16- & 19-sign words), so neither clean model fits => INCONCLUSIVE. Direction is clear though (see scope).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-046/plan_hash.txt,2026-07-09,epochs/EPOCH-046/prereg.md; epochs/EPOCH-046/plan_hash.txt; epochs/EPOCH-046/machinery.py; epochs/EPOCH-046/result.json; reports/EPOCH046_REPORT.md
EPOCH-047,"Held-out predictability of the document token-type grammar (Markov vs unigram, site-blocked)",F16,L2/L3,"DOC_GRAMMAR_PREDICTIVE_HELDOUT (all frozen conjuncts TRUE, orchestrator-verified): PC passed AND global CV improvement 1.01 bits/token significant (perm p .005) AND site-blocked held-out improvement >0 in ALL 9/9 unseen sites.",SITE_LOCAL,heuristic,,none,True,see epochs/EPOCH-047/plan_hash.txt,2026-07-09,epochs/EPOCH-047/prereg.md; epochs/EPOCH-047/plan_hash.txt; epochs/EPOCH-047/machinery.py; epochs/EPOCH-047/result.json; reports/EPOCH047_REPORT.md
EPOCH-048,Sign-level held-out redundancy / entropy rate (is LA sign output language-like?),F16,L2/L3,"SIGN_SEQUENCE_NEAR_RANDOM (mechanical) — but COORDINATOR-REFRAMED as SPARSITY-UNDERPOWERED (see scope). A held-out first-order sign-Markov model underperforms unigram on LA, but this is because LA's SHORT WORDS (mode 1, ~0.84 bigrams/word) + LARGE VOCAB (259) make the bigram model untrainable held-out — NOT because LA sign sequences lack structure.",OTHER,heuristic,,none,True,see epochs/EPOCH-048/plan_hash.txt,2026-07-09,epochs/EPOCH-048/prereg.md; epochs/EPOCH-048/plan_hash.txt; epochs/EPOCH-048/machinery.py; epochs/EPOCH-048/result.json; reports/EPOCH048_REPORT.md
