source_file,doc_id,site,support,locus,seq,context_word,logogram,integer,fraction_seq,uncertain,restored,damaged,is_kuro,parser
HTtexts,HT 16,Haghia Triada,tablet,.3,126,*188+KU *684,,,EF,0,0,0,0,C
HTtexts,HT 16,Haghia Triada,tablet,.4,127,SA-PO,ZE,,K,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.1,128,RA-*164a-TI,TE VIN,38,,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.2,129,SA-*315/RO,,10,,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.3,130,SI-DA-RE,,5,,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.1,131,PA-SE,GRA+QE *578,20,,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.1,132,OLE+KI *618,,2,,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.2,133,*304,,3,,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.2,134,SA-RA2,GRA,10,,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.2-3,135,FIC,,10,,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.1-2,136,RA-*164a-TI,TE VINa,30,,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.2-3,137,SA-*315/RO,,5,J,0,0,0,0,C
HTtexts,HT 19,Haghia Triada,tablet,.3-4,138,DU-ME-DI,,43,J,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.1-2,139,KU-MA-JU,,,E,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.2-3,140,QE-KU-RE,DI,,J,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.4,141,CAPm,,,F,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.4-5,142,SA-RE-JU,,,F,0,0,0,0,C
HTtexts,HT 17,Haghia Triada,tablet,.5,143,*188+KU *684,,,J,0,0,0,0,C
HTtexts,HT 21,Haghia Triada,tablet,.1-2,144,PI-TA-KA-SE,TE GRA,161,,0,0,0,0,C
HTtexts,HT 21,Haghia Triada,tablet,.2-3,145,OLE+U *610,,11,,0,0,0,0,C
HTtexts,HT 21,Haghia Triada,tablet,.3,146,OLE+E *613,,3,JE,0,0,0,0,C
HTtexts,HT 21,Haghia Triada,tablet,.3,147,*304,,7,JE,0,0,0,0,C
HTtexts,HT 21,Haghia Triada,tablet,.4,148,OLIV,,1,E,0,0,0,0,C
HTtexts,HT 22,Haghia Triada,tablet,.1,149,GRA+L2 *585,,230,,0,0,0,0,C
HTtexts,HT 22,Haghia Triada,tablet,.2,150,*330+DA *643,,113,,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,151,KA-NA,*303,,B,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,152,*308,,,H,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,153,OLE+NE *612,,,H,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,154,OLE+TU *621,,,H,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,155,OLE+RI *614,,,H,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,156,MI+JA+RU *550,,,H,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.2-3,157,VINa,,10,,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,158,QA++PU *508,,10,,1,1,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,159,QA++RE *509,,10,,1,1,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,160,,,17,E,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.4,161,QIf-RI-TU-QA,,,K,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.4-5,162,SA-SA-ME,,,K,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.5,163,SI+ME *530,,10,,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,a.5,164,KO-RU,,1,,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,b.1,165,NI-RA,*303,,B,0,0,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,b.1,166,OLE,,,B,0,1,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,b.2,167,QA++RE *508,,1,,1,1,0,0,C
HTtexts,HT 23+150,Haghia Triada,tablet,b.3,168,,,7,E,0,1,0,0,C
HTtexts,HT 24,Haghia Triada,tablet,a.2,169,,,6,,0,1,0,0,C
HTtexts,HT 24,Haghia Triada,tablet,a.2,170,MA+RU ME *561,,10,,0,0,0,0,C
HTtexts,HT 24,Haghia Triada,tablet,a.3,171,,,9,J,0,1,0,0,C
HTtexts,HT 24,Haghia Triada,tablet,a.3,172,MA+RU ME *561,,6,,0,0,0,0,C
HTtexts,HT 24,Haghia Triada,tablet,b.1,173,*118,,1,JE,0,1,0,0,C
HTtexts,HT 24,Haghia Triada,tablet,b.1-2,174,SI+ME KI *531 *118,,1,JE,0,0,0,0,C
HTtexts,HT 24,Haghia Triada,tablet,b.2,175,JA+KA *539 *118,,1,,0,0,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.1,176,,,1,,0,1,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.2,177,RU-NI,,1,,0,1,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.2,178,U-RE-WI,,1,,0,0,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.2-3,179,DI-NA-U,,1,,0,0,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.3,180,A-RI-NI-TA,,1,,0,0,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.4,181,ZU-JU-PU2,,1,,0,1,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.5,182,I-KI-RA,,1,,0,1,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,a.5,183,PA,,1,,0,0,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,b.2,184,KU-RO,,16,,0,0,0,1,C
HTtexts,HT 25,Haghia Triada,tablet,b.2,185,WI-TE-RO I-TI,VIR,28,,0,0,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,b.3,186,VIR,,24,,0,0,0,0,C
HTtexts,HT 25,Haghia Triada,tablet,b.4,187,KU-RO,,52,,0,0,0,1,C
HTtexts,HT 26,Haghia Triada,tablet,a.2,188,TA-TI,,21,,0,0,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,a.2-3,189,MI-KI-SE-NA,,15,,0,0,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,a.3-4,190,U-NU-QIf,,5,,0,1,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,b.1,191,*406VAS+KE *656 VIR,,9,,0,0,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,b.2,192,-RO-NI,,3,,0,1,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,b.2-3,193,KA-U-ZU-NI,,4,,0,0,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,b.3,194,KI+ME *545,,12,,0,0,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,b.4,195,I-*308,,2,,0,1,0,0,C
HTtexts,HT 26,Haghia Triada,tablet,b.4,196,*188-*86 *565,,7,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.1,197,VIR,,90,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,198,,,50,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,199,*86,,51,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,200,RE,,20,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.3,201,I-MI-SA-RA,,43,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.4,202,QE,,21,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.5,203,SA-RA-DI,,5,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.6,204,VIR,,42,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.7,205,KU-RO,,335,,0,0,0,1,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,206,*303,,9,JEB,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,207,FIC,,10,B,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,208,VINa,,7,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,b.1,209,MI-DA,VINa+WA *592 SA,7,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,b.2,210,VINa GRA SA,,1,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,b.2,211,RE,,14,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,b.5,212,PA-SE,"VINa+WA *591, variant of the preceding SA",4,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,b.5,213,RE,,70,,0,0,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,b.6,214,VINa GRA SA,,4,,0,1,0,0,C
HTtexts,HT 27+48,Haghia Triada,tablet,b.6,215,RE,,40,,0,1,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.1-2,216,JA-QIf,GRA+QE *578),5,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.2,217,OLE+U *610,,2,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.2,218,OLE+KI *618,,,J,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.2,219,OLE+MI *622,,1,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.3,220,SA-RA2,OLE+DI *608,1,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.3,221,FIC,,2,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.4,222,VINa,,3,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.4,223,VIR+KA *568 VINa,,6,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.5,224,A-RU-DA-RA,GRA,5,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.5,225,*304,,2,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.6,226,OLE+DI *608,,3,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,a.6,227,I-TA-JA,OLE+DI,10,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.2,228,SA-RA2,GRA,20,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.2-3,229,OLE+DI *608,,5,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.3,230,FIC,,2,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.3,231,VINa,,4,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.3-4,232,PU-RA2,FIC,6,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.4,233,JA-QIf,VINa,6,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.5,234,WI-DI-NA,OLE+DI *608,3,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.5,235,VINa,,3,,0,0,0,0,C
HTtexts,HT 28,Haghia Triada,tablet,b.6,236,,,,E,0,0,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.1,237,RU-MA-TA,,2,,0,1,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.2,238,,,1,,0,1,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.2,239,PA-JA-RE,,2,,0,1,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.3,240,DI-JA-I,,2,,0,1,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.4,241,SA-*323-MI,,1,,0,0,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.4-5,242,-KI-TA,,2,,0,1,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.5,243,A-RE-DA-I,,2,,0,0,0,0,C
HTtexts,HT 29,Haghia Triada,tablet,.6,244,KA-DU-MA-NE,,1,,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.1,245,SI,,4,,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.2,246,,,14,J,0,1,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.2,247,FIC,,7,D,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.2,248,VINa,,8,J,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.3,249,OLE+TA *615,,,DD,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.3,250,QA++PU *510,,,D,1,1,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.3,251,SA-RA-RA,,,J,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.3-4,252,BOSm,,1,,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.4,253,KI-RO,*303,8,,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.4,254,FIC,,,DD,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.5,255,VINa,,,J,0,0,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.5,256,BOSm,,1,,0,1,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.5,257,,,,D,0,1,0,0,C
HTtexts,HT 88.5,Haghia Triada,za,.5,258,OLE+TA *615,,,D,0,0,0,0,C
HTtexts,HT 31,Haghia Triada,gorila,.2,259,,,5,,0,1,0,0,C
HTtexts,HT 31,Haghia Triada,gorila,.2,260,*402VAS+QA-PA3,,10,,0,0,0,0,C
HTtexts,HT 31,Haghia Triada,gorila,.2,261,*415VAS+SU-PU,,10,,0,0,0,0,C
HTtexts,HT 31,Haghia Triada,gorila,.3,262,*416VAS+KA-RO-PA3,,10,,0,1,0,0,C
HTtexts,HT 31,Haghia Triada,gorila,.3,263,SA-JA-MA,,30,,0,1,0,0,C
HTtexts,HT 31,Haghia Triada,gorila,.4,264,,,10,,0,1,0,0,C
HTtexts,HT 31,Haghia Triada,gorila,.4-5,265,KI-DE-MA-*323-NA,vest. *402VAS+,400,,0,1,1,0,C
