source_file,doc_id,site,support,locus,seq,context_word,logogram,integer,fraction_seq,uncertain,restored,damaged,is_kuro,parser
HTtexts,HT 13,Haghia Triada,tablet,.4,115,KU-ZU-NI,,18,,0,0,0,0,D
HTtexts,HT 13,Haghia Triada,tablet,.5,116,DA-SI-*118,,19,,0,0,0,0,D
HTtexts,HT 13,Haghia Triada,tablet,.5-6,117,I-DU-NE-SI,,5,,0,0,0,0,D
HTtexts,HT 13,Haghia Triada,tablet,.7,118,KU-RO,,130,J,0,0,0,1,D
HTtexts,HT 14,Haghia Triada,tablet,.1-2,119,PU-VINa,TE GRA OLE+MI *622 OLE+DI *608 *304 OLIV,3033913,,0,0,0,0,D
HTtexts,HT 14,Haghia Triada,tablet,.3-5,120,A-PU2-NA-DU,GRA OLE+MI *622 OLE+DI *608 *304 OLIV,4554614,,0,0,0,0,D
HTtexts,HT 15,Haghia Triada,tablet,.1-2,121,DU-*123-A,,684,,0,0,0,0,D
HTtexts,HT 15,Haghia Triada,tablet,.2-3,122,GRA+L3L3 *586,,570,,0,0,0,0,D
HTtexts,HT 15,Haghia Triada,tablet,.4,123,*188 KI-RO,,400,,0,0,0,0,D
HTtexts,HT 16,Haghia Triada,tablet,.1-2,124,KA-KU-PA DI-NA-U,,,F,0,0,0,0,D
HTtexts,HT 16,Haghia Triada,tablet,.2-3,125,WA,,,B,0,0,0,0,D
HTtexts,HT 16,Haghia Triada,tablet,.3,126,*188+KU *684,,,EF,0,0,0,0,D
HTtexts,HT 16,Haghia Triada,tablet,.4,127,SA-PO,ZE,,K,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.1,128,RA-*164a-TI,TE VIN,38,,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.2,129,SA-*315/RO,,10,,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.3,130,SI-DA-RE,,5,,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.1,131,PA-SE,GRA+QE *578,20,,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.1,132,OLE+KI *618,,2,,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.2,133,*304,,3,,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.2,134,SA-RA2,GRA,10,,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.2-3,135,FIC,,10,,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.1-2,136,RA-*164a-TI,TE VINa,30,,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.2-3,137,SA-*315/RO,,5,J,0,0,0,0,D
HTtexts,HT 19,Haghia Triada,tablet,.3-4,138,DU-ME-DI,,43,J,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.1-2,139,KU-MA-JU,,,E,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.2-3,140,QE-KU-RE,DI,,J,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.4,141,CAPm,,,F,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.4-5,142,SA-RE-JU,,,F,0,0,0,0,D
HTtexts,HT 17,Haghia Triada,tablet,.5,143,*188+KU *684,,,J,0,0,0,0,D
HTtexts,HT 21,Haghia Triada,tablet,.1-2,144,PI-TA-KA-SE,TE GRA,161,,0,0,0,0,D
HTtexts,HT 21,Haghia Triada,tablet,.2-3,145,OLE+U *610,,11,,0,0,0,0,D
HTtexts,HT 21,Haghia Triada,tablet,.3,146,OLE+E *613,,3,JE,0,0,0,0,D
HTtexts,HT 21,Haghia Triada,tablet,.3,147,*304,,7,JE,0,0,0,0,D
HTtexts,HT 21,Haghia Triada,tablet,.4,148,OLIV,,1,E,0,0,0,0,D
HTtexts,HT 22,Haghia Triada,tablet,.1,149,GRA+L2 *585,,230,,0,0,0,0,D
HTtexts,HT 22,Haghia Triada,tablet,.2,150,*330+DA *643,,113,,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,151,KA-NA,*303,,B,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,152,*308,,,H,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,153,OLE+NE *612,,,H,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,154,OLE+TU *621,,,H,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,155,OLE+RI *614,,,H,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,156,MI+JA+RU *550,,,H,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.2-3,157,VINa,,10,,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,158,QA++PU *508,,10,,1,1,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,159,QA++RE *509,,10,,1,1,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,160,,,17,E,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.4,161,QIf-RI-TU-QA,,,K,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.4-5,162,SA-SA-ME,,,K,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.5,163,SI+ME *530,,10,,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,a.5,164,KO-RU,,1,,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,b.1,165,NI-RA,*303,,B,0,0,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,b.1,166,OLE,,,B,0,1,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,b.2,167,QA++RE *508,,1,,1,1,0,0,D
HTtexts,HT 23+150,Haghia Triada,tablet,b.3,168,,,7,E,0,1,0,0,D
HTtexts,HT 24,Haghia Triada,tablet,a.2,169,,,6,,0,1,0,0,D
HTtexts,HT 24,Haghia Triada,tablet,a.2,170,MA+RU ME *561,,10,,0,0,0,0,D
HTtexts,HT 24,Haghia Triada,tablet,a.3,171,,,9,J,0,1,0,0,D
HTtexts,HT 24,Haghia Triada,tablet,a.3,172,MA+RU ME *561,,6,,0,0,0,0,D
HTtexts,HT 24,Haghia Triada,tablet,b.1,173,*118,,1,JE,0,1,0,0,D
HTtexts,HT 24,Haghia Triada,tablet,b.1-2,174,SI+ME KI *531 *118,,1,JE,0,0,0,0,D
HTtexts,HT 24,Haghia Triada,tablet,b.2,175,JA+KA *539 *118,,1,,0,0,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.1,176,,,1,,0,1,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.2,177,RU-NI,,1,,0,1,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.2,178,U-RE-WI,,1,,0,0,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.2-3,179,DI-NA-U,,1,,0,0,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.3,180,A-RI-NI-TA,,1,,0,0,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.4,181,ZU-JU-PU2,,1,,0,1,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.5,182,I-KI-RA,,1,,0,1,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,a.5,183,PA,,1,,0,0,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,b.2,184,KU-RO,,16,,0,0,0,1,D
HTtexts,HT 25,Haghia Triada,tablet,b.2,185,WI-TE-RO I-TI,VIR,28,,0,0,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,b.3,186,VIR,,24,,0,0,0,0,D
HTtexts,HT 25,Haghia Triada,tablet,b.4,187,KU-RO,,52,,0,0,0,1,D
HTtexts,HT 26,Haghia Triada,tablet,a.2,188,TA-TI,,21,,0,0,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,a.2-3,189,MI-KI-SE-NA,,15,,0,0,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,a.3-4,190,U-NU-QIf,,5,,0,1,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,b.1,191,*406VAS+KE *656 VIR,,9,,0,0,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,b.2,192,RO-NI,,3,,0,1,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,b.2-3,193,KA-U-ZU-NI,,4,,0,0,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,b.3,194,KI+ME *545,,12,,0,0,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,b.4,195,I-*308,,2,,0,1,0,0,D
HTtexts,HT 26,Haghia Triada,tablet,b.4,196,*188-*86 *565,,7,,0,1,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.1,197,VIR,,90,,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,198,,,50,,0,1,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,199,*86,,51,,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,200,RE,,20,,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.3,201,I-MI-SA-RA,,43,,0,1,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.4,202,QE,,21,,0,1,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.5,203,SA-RA-DI,,5,,0,1,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.6,204,VIR,,42,,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.7,205,KU-RO,,335,,0,0,0,1,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,206,*303,,9,JEB,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,207,FIC,,10,B,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,208,VINa,,7,,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,b.2,209,VINa GRA SA,,1,,0,1,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,b.5,210,PA-SE,"VINa+WA *591, variant of the preceding SA",4,,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,b.5,211,RE,,70,,0,0,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,b.6,212,VINa GRA SA,,4,,0,1,0,0,D
HTtexts,HT 27+48,Haghia Triada,tablet,b.6,213,RE,,40,,0,1,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.1-2,214,JA-QIf,GRA+QE *578),5,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.2,215,OLE+U *610,,2,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.2,216,OLE+KI *618,,,J,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.2,217,OLE+MI *622,,1,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.3,218,SA-RA2,OLE+DI *608,1,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.3,219,FIC,,2,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.4,220,VINa,,3,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.4,221,VIR+KA *568 VINa,,6,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.5,222,A-RU-DA-RA,GRA,5,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.5,223,*304,,2,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.6,224,OLE+DI *608,,3,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,a.6,225,I-TA-JA,OLE+DI,10,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.2,226,SA-RA2,GRA,20,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.2-3,227,OLE+DI *608,,5,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.3,228,FIC,,2,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.3,229,VINa,,4,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.3-4,230,PU-RA2,FIC,6,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.4,231,JA-QIf,VINa,6,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.5,232,WI-DI-NA,OLE+DI *608,3,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.5,233,VINa,,3,,0,0,0,0,D
HTtexts,HT 28,Haghia Triada,tablet,b.6,234,,,,E,0,0,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.1,235,RU-MA-TA,,2,,0,1,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.2,236,,,1,,0,1,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.2,237,PA-JA-RE,,2,,0,1,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.3,238,DI-JA-I,,2,,0,1,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.4,239,SA-*323-MI,,1,,0,0,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.4-5,240,KI-TA,,2,,0,1,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.5,241,A-RE-DA-I,,2,,0,0,0,0,D
HTtexts,HT 29,Haghia Triada,tablet,.6,242,KA-DU-MA-NE,,1,,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.1,243,SI,,4,,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.2,244,,,14,J,0,1,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.2,245,FIC,,7,D,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.2,246,VINa,,8,J,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.3,247,OLE+TA *615,,,DD,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.3,248,QA++PU *510,,,D,1,1,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.3,249,SA-RA-RA,,,J,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.3-4,250,BOSm,,1,,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.4,251,KI-RO,*303,8,,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.4,252,FIC,,,DD,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.5,253,VINa,,,J,0,0,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.5,254,BOSm,,1,,0,1,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.5,255,,,,D,0,1,0,0,D
HTtexts,HT 88.5,Haghia Triada,za,.5,256,OLE+TA *615,,,D,0,0,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.2,257,,,5,,0,1,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.2,258,*402VAS+QA-PA3,,10,,0,0,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.2,259,*415VAS+SU-PU,,10,,0,0,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.3,260,*416VAS+KA-RO-PA3,,10,,0,1,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.3,261,SA-JA-MA,,30,,0,1,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.4,262,,,10,,0,1,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.4-5,263,KI-DE-MA-*323-NA,vest. *402VAS+,400,,0,1,1,0,D
HTtexts,HT 31,Haghia Triada,gorila,.5,264,*402VAS+SU-PA3-RA,,300,,0,0,0,0,D
HTtexts,HT 31,Haghia Triada,gorila,.6,265,*402VAS+PA-TA-QE,,3000,,0,0,0,0,D
